1,1,136.9290,324.9285,351.7042,71.4665,1.000000,8,1
1,2,690.2322,303.8651,863.2193,142.7430,1.000000,8,1
2,1,136.9290,324.9285,351.7042,71.4665,1.000000,8,1
2,2,690.2322,303.8651,863.2193,142.7430,1.000000,8,1
3,1,136.9290,324.9285,351.7042,71.4665,1.000000,8,1
3,2,690.2322,303.8651,863.2193,142.7430,1.000000,8,1
4,1,137.0458,324.8612,351.7075,71.4677,1.000000,8,1
4,2,689.9739,303.7089,863.1267,142.7360,1.000000,8,1
5,1,137.2411,324.7470,351.7178,71.4708,1.000000,8,1
5,2,689.4723,303.3880,862.9222,142.7184,1.000000,8,1
6,1,137.4879,324.6053,351.7338,71.4755,1.000000,8,1
6,2,688.7788,302.9570,862.6277,142.6921,1.000000,8,1
7,1,137.7745,324.4497,351.7518,71.4807,1.000000,8,1
7,2,687.9200,302.4558,862.2621,142.6595,1.000000,8,1
8,1,138.0859,324.2870,351.7697,71.4860,1.000000,8,1
8,2,686.9496,301.9146,861.8429,142.6215,1.000000,8,1
9,1,138.4126,324.1239,351.7883,71.4915,1.000000,8,1
9,2,685.8896,301.3632,861.3790,142.5790,1.000000,8,1
10,1,138.7490,323.9655,351.8078,71.4973,1.000000,8,1
10,2,684.7506,300.8276,860.8754,142.5325,1.000000,8,1
11,1,139.0908,323.8133,351.8275,71.5032,1.000000,8,1
11,2,683.5553,300.3186,860.3462,142.4836,1.000000,8,1
12,1,139.4353,323.6683,351.8483,71.5092,1.000000,8,1
12,2,682.3148,299.8440,859.7973,142.4328,1.000000,8,1
13,1,139.7815,323.5316,351.8693,71.5154,1.000000,8,1
13,2,681.0341,299.4131,859.2328,142.3807,1.000000,8,1
14,1,140.1277,323.4021,351.8908,71.5217,1.000000,8,1
14,2,679.7244,299.0213,858.6565,142.3276,1.000000,8,1
15,1,140.4736,323.2796,351.9129,71.5281,1.000000,8,1
15,2,678.3911,298.6677,858.0728,142.2740,1.000000,8,1
16,1,140.8188,323.1644,351.9357,71.5346,1.000000,8,1
16,2,677.0367,298.3550,857.4843,142.2202,1.000000,8,1
17,1,141.1631,323.0549,351.9589,71.5413,1.000000,8,1
17,2,675.6674,298.0737,856.8918,142.1662,1.000000,8,1
18,1,141.5066,322.9509,351.9826,71.5480,1.000000,8,1
18,2,674.2853,297.8204,856.2963,142.1121,1.000000,8,1
19,1,141.8492,322.8531,352.0068,71.5549,1.000000,8,1
19,2,672.8922,297.5948,855.7001,142.0581,1.000000,8,1
20,1,142.1912,322.7597,352.0314,71.5618,1.000000,8,1
20,2,671.4905,297.3885,855.1031,142.0044,1.000000,8,1
21,1,142.5324,322.6707,352.0565,71.5689,1.000000,8,1
21,2,670.0823,297.1984,854.5051,141.9506,1.000000,8,1
22,1,142.8731,322.5865,352.0819,71.5760,1.000000,8,1
22,2,668.6681,297.0237,853.9064,141.8968,1.000000,8,1
23,1,143.2135,322.5059,352.1078,71.5832,1.000000,8,1
23,2,667.2501,296.8587,853.3068,141.8431,1.000000,8,1
24,1,143.5534,322.4289,352.1344,71.5906,1.000000,8,1
24,2,665.8286,296.7007,852.7066,141.7892,1.000000,8,1
25,1,143.8935,322.3558,352.1609,71.5980,1.000000,8,1
25,2,664.4041,296.5482,852.1035,141.7350,1.000000,8,1
26,1,144.2339,322.2855,352.1879,71.6055,1.000000,8,1
26,2,662.9764,296.3973,851.4997,141.6807,1.000000,8,1
27,1,144.5743,322.2183,352.2153,71.6130,1.000000,8,1
27,2,661.5472,296.2479,850.8942,141.6261,1.000000,8,1
28,1,144.9144,322.1545,352.2432,71.6207,1.000000,8,1
28,2,660.1172,296.1005,850.2853,141.5710,1.000000,8,1
29,1,145.2550,322.0933,352.2715,71.6285,1.000000,8,1
29,2,658.6860,295.9511,849.6763,141.5158,1.000000,8,1
30,1,145.5959,322.0346,352.2999,71.6363,1.000000,8,1
30,2,657.2546,295.8008,849.0660,141.4604,1.000000,8,1
31,1,145.9370,321.9791,352.3286,71.6442,1.000000,8,1
31,2,655.8237,295.6515,848.4510,141.4042,1.000000,8,1
32,1,146.2785,321.9258,352.3576,71.6521,1.000000,8,1
32,2,654.3934,295.5013,847.8350,141.3477,1.000000,8,1
33,1,146.6205,321.8749,352.3869,71.6601,1.000000,8,1
33,2,652.9641,295.3512,847.2164,141.2908,1.000000,8,1
34,1,146.9628,321.8268,352.4158,71.6681,1.000000,8,1
34,2,651.5363,295.2024,846.5950,141.2333,1.000000,8,1
35,1,147.3048,321.7809,352.4456,71.6761,1.000000,8,1
35,2,650.1104,295.0535,845.9742,141.1758,1.000000,8,1
36,1,147.6469,321.7372,352.4749,71.6842,1.000000,8,1
36,2,648.6865,294.9063,845.3506,141.1177,1.000000,8,1
37,1,147.9888,321.6960,352.5044,71.6922,1.000000,8,1
37,2,647.2650,294.7630,844.7225,141.0588,1.000000,8,1
38,1,148.3305,321.6569,352.5336,71.7002,1.000000,8,1
38,2,645.8447,294.6218,844.0940,140.9996,1.000000,8,1
39,1,148.6720,321.6201,352.5626,71.7082,1.000000,8,1
39,2,644.4261,294.4853,843.4608,140.9397,1.000000,8,1
40,1,149.0135,321.5860,352.5912,71.7160,1.000000,8,1
40,2,643.0095,294.3556,842.8230,140.8788,1.000000,8,1
41,1,149.3554,321.5536,352.6194,71.7238,1.000000,8,1
41,2,641.5945,294.2316,842.1824,140.8174,1.000000,8,1
42,1,149.6976,321.5229,352.6474,71.7315,1.000000,8,1
42,2,640.1818,294.1157,841.5360,140.7550,1.000000,8,1
43,1,150.0404,321.4946,352.6747,71.7391,1.000000,8,1
43,2,638.7719,294.0105,840.8832,140.6913,1.000000,8,1
44,1,150.3834,321.4680,352.7018,71.7466,1.000000,8,1
44,2,637.3649,293.9153,840.2291,140.6272,1.000000,8,1
45,1,150.7270,321.4429,352.7284,71.7540,1.000000,8,1
45,2,635.9607,293.8296,839.5709,140.5624,1.000000,8,1
46,1,151.0710,321.4197,352.7544,71.7613,1.000000,8,1
46,2,634.5593,293.7542,838.9075,140.4966,1.000000,8,1
47,1,151.4145,321.3984,352.7803,71.7685,1.000000,8,1
47,2,633.1609,293.6886,838.2414,140.4300,1.000000,8,1
48,1,151.7577,321.3788,352.8058,71.7757,1.000000,8,1
48,2,631.7652,293.6330,837.5715,140.3628,1.000000,8,1
49,1,152.1004,321.3612,352.8314,71.7829,1.000000,8,1
49,2,630.3721,293.5886,836.8969,140.2947,1.000000,8,1
50,1,152.4422,321.3456,352.8567,71.7900,1.000000,8,1
50,2,628.9820,293.5543,836.2213,140.2263,1.000000,8,1
51,1,152.7832,321.3317,352.8817,71.7971,1.000000,8,1
51,2,627.5946,293.5298,835.5424,140.1571,1.000000,8,1
52,1,153.1228,321.3195,352.9070,71.8042,1.000000,8,1
52,2,626.2102,293.5153,834.8573,140.0869,1.000000,8,1
53,1,153.4609,321.3090,352.9325,71.8113,1.000000,8,1
53,2,624.8286,293.5098,834.1724,140.0164,1.000000,8,1
54,1,153.7978,321.2999,352.9577,71.8184,1.000000,8,1
54,2,623.4495,293.5130,833.4852,139.9455,1.000000,8,1
55,1,154.1336,321.2924,352.9831,71.8254,1.000000,8,1
55,2,622.0731,293.5249,832.7944,139.8739,1.000000,8,1
56,1,154.4676,321.2863,353.0085,71.8326,1.000000,8,1
56,2,620.6997,293.5453,832.1035,139.8021,1.000000,8,1
57,1,154.8001,321.2813,353.0340,71.8397,1.000000,8,1
57,2,619.3293,293.5729,831.4127,139.7301,1.000000,8,1
58,1,155.1314,321.2776,353.0596,71.8469,1.000000,8,1
58,2,617.9611,293.6073,830.7205,139.6578,1.000000,8,1
59,1,155.4610,321.2750,353.0854,71.8540,1.000000,8,1
59,2,616.5964,293.6493,830.0306,139.5857,1.000000,8,1
60,1,155.7896,321.2731,353.1111,71.8612,1.000000,8,1
60,2,615.2343,293.6982,829.3398,139.5134,1.000000,8,1
61,1,156.1174,321.2720,353.1367,71.8683,1.000000,8,1
61,2,613.8746,293.7536,828.6484,139.4409,1.000000,8,1
62,1,156.4439,321.2715,353.1626,71.8755,1.000000,8,1
62,2,612.5182,293.8158,827.9592,139.3685,1.000000,8,1
63,1,156.7700,321.2713,353.1880,71.8826,1.000000,8,1
63,2,611.1643,293.8845,827.2709,139.2962,1.000000,8,1
64,1,157.0952,321.2713,353.2138,71.8897,1.000000,8,1
64,2,609.8124,293.9586,826.5828,139.2237,1.000000,8,1
65,1,157.4203,321.2715,353.2393,71.8969,1.000000,8,1
65,2,608.4635,294.0399,825.8978,139.1517,1.000000,8,1
66,1,157.7452,321.2719,353.2646,71.9039,1.000000,8,1
66,2,607.1168,294.1279,825.2145,139.0799,1.000000,8,1
67,1,158.0699,321.2724,353.2899,71.9110,1.000000,8,1
67,2,605.7712,294.2213,824.5333,139.0083,1.000000,8,1
68,1,158.3952,321.2728,353.3149,71.9179,1.000000,8,1
68,2,604.4277,294.3198,823.8569,138.9374,1.000000,8,1
69,1,158.7209,321.2730,353.3394,71.9248,1.000000,8,1
69,2,603.0858,294.4232,823.1828,138.8669,1.000000,8,1
70,1,159.0469,321.2729,353.3639,71.9317,1.000000,8,1
70,2,601.7446,294.5316,822.5105,138.7965,1.000000,8,1
71,1,159.3739,321.2721,353.3881,71.9385,1.000000,8,1
71,2,600.4045,294.6453,821.8440,138.7271,1.000000,8,1
72,1,159.7014,321.2709,353.4120,71.9453,1.000000,8,1
72,2,599.0648,294.7632,821.1818,138.6583,1.000000,8,1
73,1,160.0297,321.2691,353.4355,71.9520,1.000000,8,1
73,2,597.7253,294.8854,820.5240,138.5901,1.000000,8,1
74,1,160.3590,321.2664,353.4589,71.9586,1.000000,8,1
