1,1,778.2415,584.9005,42.9945,23.7079,1.000000,0,1
1,2,432.8468,532.8489,290.6954,80.6613,1.000000,0,1
1,3,874.6625,586.2791,50.4481,20.7726,1.000000,0,1
1,4,-80.0083,583.6904,162.3356,19.8412,1.000000,0,1
1,5,98.4047,587.4230,103.0160,14.8512,1.000000,0,1
1,6,1077.9040,533.5889,734.7354,87.3075,1.000000,0,1
2,1,778.2415,584.9005,42.9945,23.7079,1.000000,0,1
2,2,432.8468,532.8489,290.6954,80.6613,1.000000,0,1
2,3,874.6625,586.2791,50.4481,20.7726,1.000000,0,1
2,4,-80.0083,583.6904,162.3356,19.8412,1.000000,0,1
2,5,98.4047,587.4230,103.0160,14.8512,1.000000,0,1
2,6,1077.9040,533.5889,734.7354,87.3075,1.000000,0,1
3,1,778.2415,584.9005,42.9945,23.7079,1.000000,0,1
3,2,432.8468,532.8489,290.6954,80.6613,1.000000,0,1
3,3,874.6625,586.2791,50.4481,20.7726,1.000000,0,1
3,4,-80.0083,583.6904,162.3356,19.8412,1.000000,0,1
3,5,98.4047,587.4230,103.0160,14.8512,1.000000,0,1
3,6,1077.9040,533.5889,734.7354,87.3075,1.000000,0,1
4,1,778.0826,584.9238,42.9875,23.7085,1.000000,0,1
4,2,432.9414,532.9384,290.7108,80.6699,1.000000,0,1
4,3,874.4608,586.2202,50.4366,20.7688,1.000000,0,1
4,4,-79.9056,583.6291,162.3299,19.8353,1.000000,0,1
4,5,98.5955,587.1739,103.0025,14.8361,1.000000,0,1
4,6,1077.8080,533.7772,734.7694,87.3235,1.000000,0,1
5,1,777.7997,584.9742,42.9749,23.7098,1.000000,0,1
5,2,433.1236,533.0645,290.7369,80.6836,1.000000,0,1
5,3,874.1244,586.1848,50.4186,20.7656,1.000000,0,1
5,4,-79.7305,583.5396,162.3238,19.8270,1.000000,0,1
5,5,98.8974,586.8311,102.9847,14.8156,1.000000,0,1
5,6,1077.6120,534.1193,734.8036,87.3504,1.000000,0,1
6,1,777.4318,585.0435,42.9583,23.7114,1.000000,0,1
6,2,433.3636,533.2082,290.7697,80.7002,1.000000,0,1
6,3,873.6966,586.1699,50.3962,20.7630,1.000000,0,1
6,4,-79.5014,583.4360,162.3180,19.8176,1.000000,0,1
6,5,99.2744,586.4537,102.9654,14.7931,1.000000,0,1
6,6,1077.3300,534.5685,734.8264,87.3838,1.000000,0,1
7,1,777.0032,585.1243,42.9388,23.7133,1.000000,0,1
7,2,433.6435,533.3571,290.8062,80.7183,1.000000,0,1
7,3,873.2030,586.1679,50.3707,20.7607,1.000000,0,1
7,4,-79.2214,583.3234,162.3117,19.8076,1.000000,0,1
7,5,99.7130,586.0730,102.9459,14.7705,1.000000,0,1
7,6,1076.9710,535.0995,734.8386,87.4225,1.000000,0,1
8,1,776.5408,585.2117,42.9172,23.7151,1.000000,0,1
